日付時刻,MACアドレス,ユーザーネーム,赤色情報,黄色情報,緑色情報,青色情報,白色情報,ブザー情報,WDT監視情報
2019/12/17 18:57:53,743A65FFFE4A5569,743A65FFFE4A5569,0,0,0,0,0,0,0
2019/12/17 18:52:53,743A65FFFE4A54E9,743A65FFFE4A54E9,0,0,0,0,0,0,0
2019/12/11 16:58:38,743A65FFFE4A5501,743A65FFFE4A5501,0,0,0,0,0,0,0
2019/12/17 18:48:30,743A65FFFE4A5578,743A65FFFE4A5578,0,0,0,0,0,0,0
2019/12/17 18:54:23,743A65FFFE4A556D,743A65FFFE4A556D,0,0,0,0,0,0,0
2019/12/17 18:52:24,743A65FFFE4A54EB,743A65FFFE4A54EB,0,0,0,0,0,0,0
2019/12/17 18:52:24,743A65FFFE4A556E,743A65FFFE4A556E,0,0,0,0,0,0,0
2019/12/17 18:50:53,743A65FFFE4A54E3,743A65FFFE4A54E3,0,0,0,0,0,0,0
2019/12/10 23:31:02,743A65FFFE4A556C,743A65FFFE4A556C,0,0,0,0,0,0,0
2019/12/10 23:07:01,743A65FFFE4A550D,743A65FFFE4A550D,0,0,0,0,0,0,0
2019/12/10 17:33:20,743A65FFFE4A5574,743A65FFFE4A5574,0,0,0,0,0,0,0
2019/12/13 22:33:06,743A65FFFE4A5506,743A65FFFE4A5506,0,0,0,0,0,0,0
2019/12/16 18:55:09,743A65FFFE4A556A,743A65FFFE4A556A,0,0,0,0,0,0,0
2019/12/12 21:44:50,743A65FFFE4A54FD,743A65FFFE4A54FD,0,0,0,0,0,0,0
2019/12/12 18:36:44,743A65FFFE4A5577,743A65FFFE4A5577,0,0,0,0,0,0,0
2019/12/12 23:05:38,743A65FFFE4A5512,743A65FFFE4A5512,0,0,0,0,0,0,0
2019/12/07 18:21:04,743A65FFFE4A550D,743A65FFFE4A550D,0,0,0,0,0,0,0
2019/12/16 23:10:35,743A65FFFE4A54E4,743A65FFFE4A54E4,0,0,0,0,0,0,0
2019/12/17 22:03:21,743A65FFFE4A54FD,743A65FFFE4A54FD,0,0,0,0,0,0,0
2019/12/17 23:08:23,743A65FFFE4A5506,743A65FFFE4A5506,0,0,0,0,0,0,0
2019/12/17 23:22:40,743A65FFFE4A54ED,743A65FFFE4A54ED,0,0,0,0,0,0,0
2019/12/17 23:25:53,743A65FFFE4A556C,743A65FFFE4A556C,0,0,0,0,0,0,0
2019/12/17 23:19:22,743A65FFFE4A54FE,743A65FFFE4A54FE,0,0,0,0,0,0,0
2019/12/17 23:04:03,743A65FFFE4A5505,743A65FFFE4A5505,0,0,0,0,0,0,0
2019/12/17 22:59:53,743A65FFFE4A5571,743A65FFFE4A5571,0,0,0,0,0,0,0
2019/12/17 22:29:52,743A65FFFE4A54EE,743A65FFFE4A54EE,0,0,0,0,0,0,0
2019/12/09 13:44:15,743A65FFFE4A54E3,743A65FFFE4A54E3,0,0,0,0,0,0,0
2019/12/13 20:30:21,743A65FFFE4A5548,743A65FFFE4A5548,0,0,0,0,0,0,0
2019/12/12 17:54:29,743A65FFFE4A5574,743A65FFFE4A5574,0,0,0,0,0,0,0
